text,Tense,Aspect,Subject Person,Ving
"umber , then 1-202-408-7544 . Barbara Harris , you!!!!!keep going back to_ the examples of are really quite a small number out of all the drug-addicted women who get pregnant in this country . And by going back to extreme ex",present,iterative,2nd,go
"u top 40 favorites , and Captain Kirk just keep --!!!!!keeps coming back To_ really wrench this theme out of business , we must note that of course some people leave high school and go on to college . If you went to Senn High",present,iterative,3rd,come back
"abits down , were destined to meet as long as they!!!!!kept going around and_ around They had met when they were in high school , in prep school . He was a little older than her and they met at a Choate ( ph ) dance , Choate be",past,continuative,3rd,go
"s -- the play fort is on fire . And , you know , I!!!!!keep ignoring them and_ screaming at them to eat their breakfast and hurry up and put their clothes on . And then , finally , I turn and it 's like , "" Oh , my God ! The pla",present,continuative,1st,ignore
"ting these kids ' ? : A thousand times . : But you!!!!!kept doing it ._ : Uh-huh . : It 's the dark secret of youth sports , coaches preying on their players , boys as young as 10. : There 's going to be a part of me that",past,ambiguous,2nd,do
"e needle pricks all over my body . ' And then they!!!!!kept letting the stuff_ go in . I says , ' Now I 'm getting dizzy and I 'm -- I 'm gon na -- I 'm gon na pass out . ' And then they stopped . : And then there was captivity",past,ambiguous,3rd,let
"and 's drug problem , but still they spoiled him ,!!!!!kept showering him with_ cash . : When he needed cash , he went to his mom and his mom would give him from $ 1,000 up to $ 50,000 and some more . : From $ 1,000 to $ 50,000 ?",past,iterative,3rd,shower
"You can count on it . : Weyrich says the movement!!!!!keeps banging its head_ against the wall over and over and over -- school prayer , abortion -- and he says -- you have to be stupid , he says , you know , to keep banging yo",present,iterative,3rd,bang
"erview , and she does n't get the job ? : Then she!!!!!keeps trying . That_ 's the other thing that 's amazing about our clients is we 're want to change their lives . : ( Voiceover ) For Cheryl , it was n't easy . She went b",present,ambiguous,3rd,try
"hould be used as a last resort . But when this boy!!!!!kept disrupting the ward_ , a nurse decided to stop talking to him and restrain him to a bed . qwq ( Hidden-camera-foot Woman 1 : We 're going to tie him down in the bedroom .",past,iterative,3rd,disrupt
"r women 's basketball coach . Why do you think you!!!!!keep winning ? :_ Because we have some of the best players in the women 's game . I think , first and foremost , it 's all about recruiting people that want to be at t",present,iterative,2nd,win
"picture with you ? : Sure . Unidentified Girl 5 :!!!!!Keep doing what you_ 're doing . : All right , thanks . Unidentified Girl 6 : Do you know anything about ... : Frustrated rock star ? : That 's me. : If it all crashes to",present,continuative,2nd,do
"Julia does a couple of moves in this wallet , just!!!!!keep doing that ,_ I never saw such a thing light up the screen . So that 's what they come out for , is they enjoy working with each other . DIANE SAWYER : All right ,",present,continuative,2nd,do
"about life , making the best of what you got , and!!!!!keep moving forward with_ it and make it even unwieldy as they are , what is it then about the Van Dries that makes them a family and not just an ad hoc charitable institution",present,continuative,N/a,move
"t else is happening ? What else would we miss ? We!!!!!keep letting little things_ go by , after a while we 'll let the big things go by . And after a while , we 'll be gone . You know , everybody will be gone . PATRICIA ) You have",present,iterative,1st,let
"Martin was just going to stubbornly stay there and!!!!!keep putting people out_ . PETER JENNINGS : ( voice-over ) Dr. Kissinger and defense secretary James Schlesinger discussed ending the airlift . HENRY KISSINGER : I said , "" H",present,ambiguous,3rd,put out
"does n't take federal matching funds , he can then!!!!!keep spending the money_ so that Forbes ca n't beat up on him unanswered the way he could beat up on Bob Dole . DEE DEE MYERS : During that vulnerable period in the spring of",present,iterative,3rd,send
"them are represented in the Dow 30 , that if they!!!!!keep having tough times_ , many consider them rich to begin with . Are they richer still if they ca n't sell their goods abroad ? : Well , it 's fairly complicated . Some of",present,continuative,3rd,have
"71 1/2 percent . Are you guys going to be able to!!!!!keep churning like this_ ? : Well , I think so . You know , we 've got a flexible fleet plan that will allow us obviously to change our capacity over time if things do n't wo",present,continuative,2nd,churn
"e , Meg , because of the richness of your stock to!!!!!keep doing these deals_ ? I know with Butterfield &amp; Butterfield Auctioneers Corp . last year then Krauss International ( ph ) , I guess they 're into auction , antique c",present,iterative,2nd,do
"boxing that -- that makes these guys come back ? :!!!!!Keep coming back ._ : I do n't know . : I mean , Sugar Ray Leonard a few years ago -- I mean , he -- he has eye problems . : He had the detached retina , right ? : Right",present,iterative,1st,come back
"now it 's time for us to field a new candidate and!!!!!keep moving upward ._ : Jesse Ventura , if not him , who ? If not now , when ? We 'll ask the leader of the Reform Party , the only Reform elected official in the country",present,continuative,1st,move
"the-board tax cut . As the debate rages , one name!!!!!keeps coming up ._ : Everyone quotes Dr. Alan Greenspan . : As the Federal Reserve chairman testified on Capitol Hill , everyone was hanging on his every word . : We pr",present,iterative,3rd,come up
er medication will work . : Keep working at it . :!!!!!Keep working at it_ . Keep extending help . : How about forcing them ? : That 's definitely a possibility . Sometimes people have to be hospitalized obviously against th,present,continuative,2nd,work
"e , "" Yes , we sure do . "" And then everybody just!!!!!keeps asking us that_ question . : I feel like them , because we 're going down another river and I am 11. : Corky and Bruce , how 's it going so far ? : Great . Not like",present,iterative,3rd,ask
"s and the images of this war ? : Keep struggling .!!!!!Keep raising difficult questions_ on their own accord . Ask interpretively , "" What is this all about , what has happened , what is the damage ? "" Keep the questions floating out in p",present,iterative,3rd,raise
"lling me something else happened . : Instead , she!!!!!kept hearing the same_ story . And Mahoney did check with other people as she 's supposed to . Among the voices she relied on was Rick 's wife , Marcie. qwq ( Hospital-entr",past,iterative,3rd,hear
"ical evidence ) I keep telling the truth is what I!!!!!keep doing . :_ In fact , the defense pointed out Anderson gave police at least three different stories about the murder . : ( In court ) Yes , I lied to him at the",present,iterative,1st,do
"s . : Yeah , yeah . : Week in and week out , Ralph!!!!!keeps pushing , and_ Luca keeps trying , and sometimes he slips . : He made a very clear choice to get high , when we 've been talking week in and week out , and I feel h",present,continuative,3rd,push
"llen have been taking shots at us all night . They!!!!!keep saying ... :_ What are you talking about ? : ... been taking shots , saying , "" You uptight , anal Republicans . You have no sense of ... "" : I said that last ...",present,iterative,3rd,say
"t from other countries . : ... You know , Bob Barr!!!!!keeps spouting this and_ so do a lot of other people . Let me quote two courts . In 1981 , the 7th Circuit Court of Appeals stated , quote , "" Possession of handguns by indiv",present,iterative,3rd,spout
