text,Tense,Aktionsart (C/I),Subject Person,Ving
"what you suggested how she got in that , oh no you ca n't have that , well she <kept coming and she> kept are n't I a silly bitch , are n't I silly bitch Bill , and he looked [unclear] she was taking the mickey out and he said well what , what 's your daughter 's name , she said Jane , as if he was puddled he said no what 's that name ? Anyway she , some bugger , you know Sue ?",past,Continuative,3rd,Come
if it 'd happened a couple of weeks ago when she was about I would of <kept going over like> she said I could do yeah,past,Iterative,1st,go
"Now , as the bloke said there , the only way you can do that with people coming in from the outside is that British Gas have got to <keep pushing their prices> up to make it worthwhile for somebody else to come in . For the competition to get in .",present,Continuative,3rd,push
"To make it commercially attractive to somebody else British Gas have to got <keep lifting their prices> to a level , that eventually somebody comes in and says oh yes It 's worth my while [unclear]",present,Continuative,3rd,lift
"You 've still got some left over from the year before , but people <keep giving you it> . Mm .",present,Iterative,3rd,give
"It 's awful cos Minnie <keeps taking throwing her> wrappers out , her food . Took it down to our bedroom and spitting it out !",MISTAG,MISTAG,MISTAG,MISTAG
[unclear] you jus he <kept walking into the> doors . He walks into the door of the [unclear] .,Past,Continuative,3rd,walk
"Although the money 's not important , it 's just that you ca n't <keep asking a girl> that age to come out . Are you ready ?",present,Iterative,2nd,ask
<Keep adding ninety nines> together ? Wait !,present,Continuative,2nd,add
He <kept chasing me round> David [gap:name] 's garden . Oh I 'm not very pleased to hear that .,past,Continuative,3rd,chase
"I <keep going feeling ,> feeling sick and going dizzy Aye , she says I 'm feeling sick , [unclear] well that 's er all your [unclear] if your head is what you call it when you feel awful , you know I say if you 've been on the , on the drink [unclear] you know when you get up and your head ooh , well that sets your stomach off , so his trouble 's coming from his head , on his stomach",present,Iterative,1st,Go
"Yeah we we kee we <kept getting twenty Ps> today . Er , there 's your Hob-nob .",past,iterative,1st,get
We have to <keep making trips back> to the shop because we need bread or milk or something else that we 've forgotten . So so just make little trips .,present,iterative,1st,make
I I <keep turning it up> again but it it 's cold every time I use it . You know I pull it out and turn it up hot .,present,iterative,1st,turn
I <keep walking in this> rubbish you 've swept in the Is that hand cleaner ?,present,iterative,1st,walk
"I <keep being [unclear] ,> I was really despondent ! Did n't like the idea .",PASSIVE,PASSIVE,PASSIVE,PASSIVE
<Keep going ! Doggy> ! I erm oh I was telling you about those till shorts !,present,Continuative,2nd(Imperative),Go
I <keep moving this from> side to side cos we keep swopping . Sammy went erm ice skating with one of her friends,Present,Continuative,1st,Move
"It was freezing in that car today , he <kept opening the window> . You should take a coat .",Past,Iterative,3rd,Open
I tell him I can have the red ball if he [unclear] straight into [unclear] right and <keep pushing your finger> on it and er he 'll go under . It says in the book see erm to pr [unclear],Present,Continuative,2nd(Imperative),Push
"there was one behind us , right , [unclear] in the water and he <kept going quack so> I thought yeah and then to feed the others , quack oh dear ! We 'd been feeding him from the hand like , oh .",past,Iterative,3rd,go
There was factories on it and of course the workers <keep coming in and> out . Look at the potatoes over there !,present,Iterative,3rd,come in
"They 're not , he <kept saying ! They> 're not ! We 've just given them so much bloody and if your houses are in bad condition go to your council !",past,Iterative,3rd,say
Yeah cos they have it [unclear] <keep pushing ! Same> here ! One place to another !,present,Continuative,2nd(Imperative),push
"And you <kept picking the jacks> , the red jacks ? Yeah .",past,Iterative,2nd,pick
<Keep telling him and> that 's it . It 's a twelve week [unclear] .,present,Iterative,1st,tell
She <keeps ringing us up> and saying are you are you are you coming ? Are you coming up to see us ?,present,Iterative,3rd,ring
I ca n't afford to <keep chucking two quid> down the drain . And I knew they 'd go up again on on Wednesday .,present,Iterative,1st,chuck
"I mean it 's only just to , just to do something otherwise you just sit here and you think it 's , you 're stuck here from morning till night and all you can do is keep going round , I mean I can <keep working here Oh> I , you could always find a job to do ca n't you ? Oh yeah , oh there 's hundred 's of jobs want doing round here again , but you do the same ones over and over again and I think to myself what a waste of a day .",present,Continuative,1st,work
"she , <keeps checking me for> the thyroid as well now , every time I go and the tablets are all going haywire , she takes a blood test , a blood thing you know , your pulse every time I go Well at least you know what is responsible for half of the things that have gone out",present,Iterative,3rd,check
You know they <keep hatching it out> you know Pat [gap:name] Steven [gap:name] all of them in Park Avenue,present,Ambiguous,3rd,hatch
"when he went in mum started crying she said Lyn he ai n't coming back he ai n't coming back I said he might mum , he 's just might so anyway that was , at one o'clock he went down , quarter past five , ring , we <kept saying can you> ring and see if , and they rung said be out the operating theatre to tell us how far they 'd got and what was happening , he 's had four units of blood That was",past,Iterative,1st,say
"Of course they 're all putting their hands up by me see , and Da , I thought David would clock , and he never said a word , I thought he ai n't sussed it , anyway they went on this night out and the girls <kept saying , Debbie> saying oh Lynn just come , I said I ai n't got no intentions of coming , I said David 's going amongst all the others I 'm not going , so Debbie [gap:name] said why , I said why because David [gap:name] is nothing but a wanker , a lot , along , a lot of the others , she said , she nearly fell off the chair , gordon bennett she said I never thought you , I never realised you felt like that , I said Debbie if you knew half of what I thought you would fall off that chair Yeah",past,iterative,3rd,say
She <keeps getting two [unclear]> . Just got to [unclear] .,present,iterative,3rd,get
"No , I shall <keep talking ! You> were better off when you were talking ! Right .",Future,continuative,1ST,Talk
I <keep getting bloody eight> ! Five seven,Present,iterative,1st,Get
"Well as I say she 's , she said she 's had sitting and er ache you know and she has these things just to <keep going , she> has taken up inside her , just to keep going , that 's why she goes and has that like I had [unclear] to examine inside that no more has grown and all the things inside her Aye , yeah",Present,continuative,3rd,Go
"Well as I say she 's , she said she 's had sitting and er ache you know and she has these things just to keep going , she has taken up inside her , just to <keep going , that> 's why she goes and has that like I had [unclear] to examine inside that no more has grown and all the things inside her Aye , yeah",present,continuative,3rd,go
"We ca n't even , you mean to tell me there 's all these bombs <keep going off wi> it did n't , if it had happened in France police carry bloody guns Yeah",present,iterative,3rd,go
Well every time I go to do something Susan I have to <keep walking round him> . Why do n't you play that side if he wants,present,iterative,1st,walk
"But she <keeps doing it she> done it again last night , did n't smell till yesterday . I told you to put some orange in there .",present,iterative,3rd,do
"You could get a video , video erm Do n't <keep doing it silly> ! He 's hurt his shoulder .",present,Ambiguous,2nd(Imperative),do
"Cos I <kept singing it this> morning . I 've got it on me blooming mind , you know when you keep singing it ?",past,Ambiguous,1st,sing
All the time we <keep losing them little> stubs you wan na leave the gr the whole complete thing on then we wo n't lose them . Yeah .,present,iterative,1st,lose
She wants to <keep kissing him and> he do n't like it . When she come round the middle girl she brought a friend with her and Ashley was with us so we ran down the dyke,present,Ambiguous,3rd,kiss
Do n't <keep doing that .> Yeah [unclear],present,Ambiguous,2nd(Imperative),do
He <keeps getting in No> . nanny 's sink .,Present,Iterative,3rd,Get
